URI,中文名称,ICD-11编码,ICD-11章节,英文名称,引用次数,是否匹配
i631619382392385536,"气滞血瘀,颈椎病",TM09,26,Qi stagnation blood stasis,1,是
i631619383059279872,肝纤维化,,,,1,否
i631619388344102912,真性延髓麻痹,,,,1,否
i631619388541235200,"脑梗死,动脉粥样硬化",8B11,08,Cerebral infarction,1,是
i631619388839030784,无症状性心肌缺血,,,,1,否
i631619428336791552,"2型糖尿病,肥胖病",5A11,05,Type 2 diabetes mellitus,1,是
i631619429955792896,近视取穴,,,,1,否
i631619431352496128,"脑中风,尿潴留",,,,1,否
i631619432589815808,"胆石症,胃肠功能紊乱",,,,1,否
i631619433097326592,小儿疳证,,,,1,否
i631619434171068416,冠心病室性早搏,,,,1,否
i631619434489835520,颈内动脉系统TIA,,,,1,否
i631619435391610880,泌尿系结石术后近期并发症,,,,1,否
i631619436293386240,乳腺癌术后化疗不良反应,,,,1,否
i631619441548849152,亚健康态颈部疲劳,,,,1,否
i631619445382443008,膝关节术后痛,,,,1,否
i631619447349571584,"急性缺血性脑血管,脑血管病",8B2Z,08,Cerebrovascular disease,1,是
i631619461580845056,外周神经毒性,,,,1,否
i631619448465256448,脑室出血,,,,1,否
i631619448612057088,经常性咳嗽,,,,1,否
i631619451753590784,臀中肌损伤,,,,1,否
i631619452072357888,中风后假性球麻痹吞咽困难,,,,1,否
i631619452454039552,腰椎小关节综合征,,,,1,否
i631619454517637120,癌性疼痛,,,,1,否
i631619411643461632,老年性尿失禁,,,,1,否
i631619415015682048,"脑梗死,便秘",8B11,08,Cerebral infarction,1,是
i631619415107956736,椎动脉高流速,,,,1,否
i631619415498027008,小儿厌食（脾虚型）,,,,1,否
i631619416768901120,脑瘫流涎症,,,,1,否
i631619418387902464,上肢周围神经损伤,,,,1,否
i631619419130294272,"强直性脊柱炎,肿胀",FA91,15,Ankylosing spondylitis,1,是
i631619420023681024,周围性面神经麻痹急性期,8B83,08,Facial nerve palsy,1,是
i631619420204036096,全髋置换术后的疼痛,,,,1,否
i631619420879319040,盆底松弛综合征,,,,1,否
i631619420988370944,脑卒中偏瘫肢体肌痉挛,8B2Y,08,Post-stroke hemiplegia,1,是
i631619421864980480,偏头痛风湿夹瘀型,,,,1,否
i631619424339619840,颈源性耳鸣,,,,1,否
i631619424620638208,颅脑外伤引起的偏瘫,,,,1,否
i631619425564356608,脑震荡,,,,1,否
i631619427573428224,坐骨神经损伤,,,,1,否
i631619462373568512,银屑病,EA90,14,Psoriasis,1,是
i631619463522807808,糖尿病性周围神经病,8B99,08,Peripheral neuropathy,1,是
i631619464546217984,无抑制性神经原性膀胱,,,,1,否
i631619467176046592,雷诺综合征,,,,1,否
i631619469545828352,外感高热,,,,1,否
i631619494472577024,肌紧张性发音障碍,,,,1,否
i631619496599089152,脑外伤后头痛,,,,1,否
i631619500743061504,中风后手功能障碍,,,,1,否
i631619520573730816,脑梗塞失语,,,,1,否
i631619507558805504,痔瘘术后疼痛,MG30.0,21,Postoperative pain,1,是
i631619472087576576,"脑卒中,偏瘫,痉挛",8B20,08,Stroke,1,是
i631619474314752000,颈源性头晕,,,,1,否
i631619475459796992,颞下颌关节紊乱,,,,1,否
i631619475682095104,致密性髂骨炎,,,,1,否
i631619476252520448,"脑瘫,斜视",8D20,08,Cerebral palsy,1,是
i631619479440191488,小儿病毒性肠炎,,,,1,否
i631619482955018240,脑卒中后焦虑症,,,,1,否
i631619483152150528,中风吞咽困难,,,,1,否
i631619486532759552,后天性麻痹性斜视,,,,1,否
i631619488453750784,隐匿性抑郁症,,,,1,否
i631619489242279936,妇科腹部手术,,,,1,否
i631619492098600960,慢性脑供血不足,,,,1,否
i631619545555005440,"中风,感觉障碍",8B20,08,Stroke,1,是
i631619545706000384,睾丸痛,,,,1,否
i631619545886355456,老年性黄斑变性,,,,1,否
i631619552450441216,颈椎病眩晕,,,,1,否
i631619554467901440,风痰阻络型缺血性中风后肩手综合征,8B11,08,Ischaemic stroke,1,是
i631619555705221120,"急性脑外伤,脑中风",,,,1,否
i631619556204343296,阳痿,,,,1,否
i631619557210976256,术前失眠,,,,1,否
i631619563552763904,新生儿臂丛神经麻痹,,,,1,否
i631619565029158912,"肾虚,尿失禁",TM07,26,Kidney deficiency (TCM),1,是
i631619565347926016,原发性老年骨质疏松症,FB83,15,Osteoporosis,1,是
i631619588584370176,"中风,综合征",8B20,08,Stroke,1,是
i631619588747948032,髌股疼痛综合征,,,,1,否
i631619589301596160,脑梗后便秘,,,,1,否
i631619571563884544,妇科盆腔肿瘤术后尿潴留,,,,1,否
i631619572214001664,AECOPD无创通气腹内高压,,,,1,否
i631619579549839360,脑卒中肢体偏瘫,,,,1,否
i631619520988966912,前列腺术后尿失禁,,,,1,否
i631619522360504320,卒中,,,,1,否
i631619523207753728,"急性荨麻疹,风热,表证",,,,1,否
i631619524138889216,运动性失语,,,,1,否
i631619524646400000,偏头痛(紧张型 ),8A80.0,08,Migraine,1,是
i631619524906446848,糖尿病末梢神经变性麻痹型足病,,,,1,否
i631619527725019136,妇科盆腔术后胃肠道并发症,,,,1,否
i631619528647766016,酒渣鼻,,,,1,否
i631619529872502784,"头痛,抑郁症",8A80,08,Headache,1,是
i631619530065440768,"中风,肝肾阴虚",8B20,08,Stroke,1,是
i631619533714485248,寒战,,,,1,否
i631619534100361216,"早衰,体重",,,,1,否
i631619534515597312,失眠心脾两虚证,,,,1,否
i631619535522230272,膝关节肿胀,,,,1,否
i631619535794860032,"中风,言语障碍",8B20,08,Stroke,1,是
i631619535878746112,细胞,,,,1,否
i631619537208340480,药物依赖,,,,1,否
i631619538198196224,"湿热,面神经炎",8B83.0,08,Facial neuritis / Bell palsy,1,是
i631619539452293120,炎症性肠梗阻,,,,1,否
i631619539842363392,突眼,,,,1,否
i631619542048567296,肺癌化疗呕吐,,,,1,否
i631619543445270528,"寒湿,慢性盆腔炎",GA21,17,Chronic pelvic inflammatory disease,1,是
i631619544510623744,动脉瘤性蛛网膜下腔出血急性期头痛,8B01,08,Subarachnoid haemorrhage,1,是
i631619544619675648,鼻部手术,,,,1,否
i631619590345977856,中心性浆液性脉络膜视网膜病变,9B77,09,Retinopathy,1,是
i631619592669622272,急性鼻炎（风寒型）,,,,1,否
i631619594691276800,"肥胖2型糖尿病,炎症",5A11,05,Type 2 diabetes mellitus,1,是
i631619595437862912,肝肾亏虚型糖尿病周围神经病变,5A14,05,Diabetic peripheral neuropathy,1,是
i631619596436107264,"粘连,肩关节周围炎",FB20.3,15,Adhesive capsulitis of shoulder,1,是
i631619630913286144,中风中脏腑闭证高热、神昏,,,,1,否
i631619632138022912,不孕,,,,1,否
i631619636269412352,"脾肾阳虚,单纯性肥胖",5B81.0,05,Simple obesity,1,是
i631619640522436608,慢性挥鞭样损伤,,,,1,否
i631619640904118272,"疼痛,颈椎病",MG30,21,Pain,1,是
i631619642661531648,"心肌缺血,心病",,,,1,否
i631619660462157824,代谢综合征高血糖,,,,1,否
i631619662446063616,"骨折,疼痛",,,,1,否
i631619663624663040,中风后意识障碍,,,,1,否
i631619666048970752,中风偏瘫患者肢体功能障碍,8B2Y,08,Hemiplegia after stroke,1,是
i631619649267560448,肝胆火盛型耳聋,,,,1,否
i631619652820135936,"复发强直性脊柱炎强直性脊柱炎,复发",FA91,15,Ankylosing spondylitis,1,是
i631619653042434048,"痉挛,综合征",,,,1,否
i631619653164068864,"慢性鼻炎,肥大,低温",,,,1,否
i631619654703378432,心肾不交型不寐,,,,1,否
i631619600722685952,"血虚,偏头痛",,,,1,否
i631619606879924224,中风病吞咽障碍,MB23.3,21,Dysphagia,1,是
i631619610101149696,中风后吞咽困难及语言障碍,,,,1,否
i631619613976686592,糖尿病并多发性神经炎,,,,1,否
i631619614106710016,原发性高血压肝阳上亢型,,,,1,否
i631619626056282112,黄体功能不全不孕症,,,,1,否
i631619629722103808,心绞痛,BA80.1,11,Angina pectoris,1,是
i631619699171389440,糖尿病伴抑郁焦虑症,,,,1,否
i631619702505861120,恶性肿瘤化疗后神经毒性反应,,,,1,否
i631619704204554240,慢性萎缩性胃炎伴肠上皮化生,DA42.1,13,Atrophic gastritis,1,是
i631619708612767744,混合痔术后尿潴留,,,,1,否
i631619712735768576,重度视频终端综合征,,,,1,否
i631619718586822656,"脑膜瘤,偏瘫",,,,1,否
i631619718746206208,腰肌扭伤,,,,1,否
i631619724106526720,蛇咬伤,,,,1,否
i631619733610819584,"滞针,肩关节周围炎",FB20.3,15,Adhesive capsulitis of shoulder,1,是
i631619735045271552,体外受精 - 胚胎移植( IVF-ET) 患者焦虑、抑郁情绪,,,,1,否
i631619735942852608,"中风,癫痫",8B20,08,Stroke,1,是
i631619736169345024,肢体运动障碍,,,,1,否
i631619736370671616,"原发性痛经,血瘀",GA34.10,17,Primary dysmenorrhoea,1,是
i631619737905786880,阑尾切除术,,,,1,否
i631619738337800192,"腰痛,头痛",ME84,15,Low back pain,1,是
i631619739101163520,"上呼吸道感染,发热",,,,1,否
i631619740896325632,"慢性非细菌性前列腺炎,细胞",,,,1,否
i631619726476308480,"流产,综合征",,,,1,否
i631619726669246464,脑卒中偏瘫后肩痛,8B2Y,08,Post-stroke hemiplegia,1,是
i631619727906566144,原发性口干燥症,,,,1,否
i631619728044978176,胃火炽盛型牙周疾病,,,,1,否
i631619729777225728,急性腰椎关节突扭伤,,,,1,否
i631619732897787904,局限型神经性皮炎,,,,1,否
i631619669198893056,胆道手术后胃肠功能紊乱,,,,1,否
i631619670281023488,外伤性眼肌麻痹,,,,1,否
i631619670868226048,"阴虚火旺,不寐",,,,1,否
i631619671031803904,"心脾两虚,慢性疲劳综合征",MG22,21,Chronic fatigue syndrome,1,是
i631619671358959616,"乳腺癌,淋巴水肿",2C60,02,Breast cancer,1,是
i631619671488983040,糖尿病下肢血管病变,,,,1,否
i631619672516587520,颈腰椎病,,,,1,否
i631619674320138240,脑血管病后遗症,8B2Y,08,Cerebrovascular sequelae,1,是
i631619674500493312,"湿热,颈椎病",,,,1,否
i631619674710208512,"寒湿,膝关节炎",,,,1,否
i631619676199186432,"脑性瘫痪,吞咽障碍",8D20,08,Cerebral palsy,1,是
i631619677071601664,楔状缺损,,,,1,否
i631619683023319040,"软组织损伤,疼痛",,,,1,否
i631619683761516544,"中风偏瘫,肿胀",8B2Y,08,Hemiplegia after stroke,1,是
i631619684893978624,肺切除,,,,1,否
i631619687653830656,扩张型心肌病所致心律失常,BC80-BC8Z,11,Cardiac arrhythmia,1,是
i631619695862083584,肩胛提肌劳损,,,,1,否
i631619696935825408,慢性肾衰竭并发消化功能紊乱,,,,1,否
i631621122089021440,"高脂血症,脾虚",5C80,05,Hyperlipidaemia,1,是
i631621123800297472,"阳虚,失眠",,,,1,否
i631621129051566080,膝骨关节骨性关节炎,FA00,15,Osteoarthritis,1,是
i631621129974312960,功能性闭经,,,,1,否
i631621133233287168,肌损伤,,,,1,否
i631621373202001920,促功能性排卵障碍 (肾虚型),,,,1,否
i631621378985947136,脑中风呑咽障碍,,,,1,否
i631621379803836416,"脾虚,单纯性肥胖",5B81.0,05,Simple obesity,1,是
i631621382806958080,卒中后动眼神经麻痹,,,,1,否
i631621383851339776,复杂性尿路感染,,,,1,否
i631621384132358144,更年期综合症,,,,1,否
i631620663395741696,肝郁化火型慢性失眠症,,,,1,否
i631620663911641088,肩脾肋骨综合征,,,,1,否
i631620883038859264,腱鞘囊肿,,,,1,否
i631620886243307520,"心肌梗死,心力衰竭",BA41,11,Myocardial infarction,1,是
i631620887518375936,虚证便秘,,,,1,否
i631620891620405248,黑人胸椎小关节紊乱症,,,,1,否
i631621136022499328,继发子宫性闭经,,,,1,否
i631621138199343104,行痹,,,,1,否
i631621140762062848,"缺血性脑卒中,认知障碍",8B11,08,Ischaemic stroke,1,是
i631621143706464256,"原发性骨质疏松症,骨折",FB83,15,Osteoporosis,1,是
i631621144822149120,胆结石,,,,1,否
i631621147825270784,面神经炎急性期,8B83.0,08,Facial neuritis / Bell palsy,1,是
i631621392390942720,"缺血性中风,中风痉挛性偏瘫",8B11,08,Ischaemic stroke,1,是
i631621396778184704,糖尿病性皮肤瘙痒症,,,,1,否
i631621404768333824,嗳气,,,,1,否
i631621413890945024,戒烟后烟草依赖症状,,,,1,否
i631621414998241280,"阳虚,鼻炎",,,,1,否
i631621416080371712,周围神经毒性,,,,1,否
i631621420761214976,"缺血性脑卒中,脑卒中患者,面瘫",8B11,08,Ischaemic stroke,1,是
i631620676045762560,重度颅脑外伤致顽固性呃逆,DD93,13,Intractable hiccup,1,是
i631620676989480960,"肝癌,栓塞,综合征",,,,1,否
i631620681473191936,脑鸣,,,,1,否
i631620686640574464,后循环缺血,,,,1,否
i631620901187612672,失眠症失眠,,,,1,否
i631620903741943808,肝胆湿热型失眠,,,,1,否
i631620905985896448,肛肠术后尿潴留,,,,1,否
i631620908372455424,"湿热,慢性盆腔炎",GA21,17,Chronic pelvic inflammatory disease,1,是
i631620908582170624,"脑出血,血肿",8B00,08,Intracerebral haemorrhage,1,是
i631620911815979008,重度颅脑损伤昏迷,,,,1,否
i631620913753747456,"腰椎间盘突出症,腰腿痛",FA84.2,15,Lumbar disc herniation,1,是
i631620914726825984,"气虚血瘀,脑梗死",,,,1,否
i631621151935688704,"高血压,急症",BA00,11,Hypertension,1,是
i631621152485142528,"失眠,流注",7A00,07,Insomnia,1,是
i631621153802153984,神经根性腰椎间盘突出症,FA84.2,15,Lumbar disc herniation,1,是
i631621154976559104,"气虚血瘀,中风后遗症",8B2Y,08,Sequelae of stroke,1,是
i631621156109021184,虚证失眠,,,,1,否
i631621160743727104,"脂肪肝,体重",DB92.1,13,Fatty liver disease,1,是
i631621162324979712,肠粘连,,,,1,否
i631621162949931008,骨关节错缝,,,,1,否
i631621424309596160,"脑梗死,肌痉挛",8B11,08,Cerebral infarction,1,是
i631620698355265536,足内翻,,,,1,否
i631620698736947200,2型糖尿病胰岛素抵抗,5A11,05,Type 2 diabetes mellitus,1,是
i631620700066541568,"外伤,面瘫",,,,1,否
i631620703929495552,脑卒中并发失语症,,,,1,否
i631620918212292608,"脑卒中,气阴两虚,便秘",8B20,08,Stroke,1,是
i631620919051153408,颅鸣,,,,1,否
i631620919848071168,"类风湿性关节炎,寒湿",FA20,15,Rheumatoid arthritis,1,是
i631620920326221824,卒中后遗症及对患者上肢痉挛,,,,1,否
i631620922595340288,"头痛,血瘀",8A80,08,Headache,1,是
i631620924667326464,恶性肿瘤化疗后白细胞减少症,,,,1,否
i631620926105972736,股骨头缺血性坏死,,,,1,否
i631621167014211584,神经性耳鸣耳聋,,,,1,否
i631621170977828864,特发性少弱精症,,,,1,否
i631621172366143488,"膝骨关节炎,阳虚,虚寒",FA00.0,15,Knee osteoarthritis,1,是
i631621173146284032,代谢综合症,,,,1,否
i631621459369783296,骨折后骨痂不形成,,,,1,否
i631621472900608000,术后认知功能障碍,,,,1,否
i631621489052872704,"缺血性脑卒中,麻痹",8B11,08,Ischaemic stroke,1,是
i631620706500603904,"疼痛,神经根型颈椎病",MG30,21,Pain,1,是
i631620708484509696,项背肌筋膜炎,,,,1,否
i631620711688957952,"膝骨关节炎,肾虚",FA00.0,15,Knee osteoarthritis,1,是
i631620711936421888,"腰椎间盘突出症,血瘀",FA84.2,15,Lumbar disc herniation,1,是
i631620719079321600,神经根型颈椎病伴重度睡眠障碍,FA84.1,15,Cervical radiculopathy,1,是
i631620929817931776,解除脊椎外伤后所致的腹部胀痛及便秘,,,,1,否
i631620930317053952,胰十二指肠切除术后胃排空延迟,,,,1,否
i631620931080417280,对甲基苯丙胺成瘾,,,,1,否
i631620941364850688,"恢复期,顽固性面瘫",,,,1,否
i631620941675229184,"脑卒中偏瘫,肌痉挛",8B2Y,08,Post-stroke hemiplegia,1,是
i631621186014408704,崩漏,,,,1,否
i631621186949738496,下肢动脉硬化闭塞,,,,1,否
i631621188170280960,偏头痛痰浊上扰型,,,,1,否
i631621520904417280,"慢性疲劳综合征,睡眠障碍",MG22,21,Chronic fatigue syndrome,1,是
i631620722120192000,气滞血瘀型痛经,TM09,26,Qi stagnation blood stasis,1,是
i631620722678034432,"痉挛,失眠",,,,1,否
i631620726394187776,"骨折,血栓栓塞,疾病",,,,1,否
i631620726826201088,"心脾两虚,抑郁症",,,,1,否
i631620729695105024,中风偏瘫后肩关节疼痛,8B2Y,08,Hemiplegia after stroke,1,是
i631620730156478464,截肢后幻肢痛,,,,1,否
i631620733155405824,"喉痹,慢性咽炎",CA0Z,12,Chronic pharyngitis,1,是
i631620954115534848,胃瘫综合征,,,,1,否
i631620957370314752,"痉挛,瘫痪",,,,1,否
i631621201050988544,椎—基底动脉供血不足,,,,1,否
i631621201520750592,特发性面神经炎,8B83.0,08,Facial neuritis / Bell palsy,1,是
i631621201650774016,甲亢,5A00.0,05,Hyperthyroidism,1,是
i631621205903798272,特发性高催乳素血症合并不孕,,,,1,否
i631621209477345280,高血压肥胖患者,,,,1,否
i631620503374655488,"脑炎,恢复期",,,,1,否
i631620504062521344,脑梗死后肩手综合征 SHS,,,,1,否
i631620505161428992,尿毒症,,,,1,否
i631620507514433536,胃黏膜非典型增生,,,,1,否
i631620509187960832,中风合并吞咽困难,,,,1,否
i631620744446472192,ICU重症感染合并胃肠功能障碍,,,,1,否
i631620746380046336,"脊髓损伤,骨质疏松",NA50,22,Spinal cord injury,1,是
i631620746564595712,"肱骨外上髁炎,复发",,,,1,否
i631620747541868544,寒湿痹阻型类风湿性关节炎,FA20,15,Rheumatoid arthritis,1,是
i631620962197958656,脑卒中后足内翻,,,,1,否
i631620964139921408,肺阴亏虚型内伤咳嗽,,,,1,否
i631620975745560576,痔疮术后排尿困难,,,,1,否
i631621214133022720,促宫颈成熟及引产,,,,1,否
i631621214393069568,脑卒,,,,1,否
i631621221368197120,慢性疲劳综合症急性期周围性面瘫,8B83.0,08,Peripheral facial palsy,1,是
i631621224031580160,脊髓损伤性尿潴留,NA50,22,Spinal cord injury,1,是
i631620513722003456,晕针,,,,1,否
i631620521699569664,"骨伤,疼痛",,,,1,否
i631620752897994752,手术后疼痛,MG30.0,21,Postoperative pain,1,是
i631620753090932736,阻塞性睡眠呼吸暂停综合征,,,,1,否
i631620754995146752,输卵管堵塞性不早症,,,,1,否
i631620755355856896,急性腹痛,,,,1,否
i631620757503340544,"痰湿,闭经",,,,1,否
i631620758644191232,髂胫束劳损,,,,1,否
i631620758811963392,膝关节腔积液,,,,1,否
i631620761173356544,脑卒中后康复期,,,,1,否
i631620979033894912,颈椎病颈痛伴失眠,,,,1,否
i631620985165967360,"肿瘤,白细胞减少",,,,1,否
i631620985375682560,"复发,抑郁症",,,,1,否
i631620987741270016,"缺血性脑卒中,肩痛",8B11,08,Ischaemic stroke,1,是
i631620987841933312,老年患者全麻苏醒,,,,1,否
i631620990064914432,"椎-基底动脉供血不足,综合征",8B11.1,08,Vertebrobasilar insufficiency,1,是
i631621228817281024,中风弛缓性肢体功能障碍,,,,1,否
i631621229106688000,"胃气虚,糖尿病性胃轻瘫",,,,1,否
i631621230918627328,"血瘀,颈椎间盘突出症",TM08,26,Blood stasis (TCM),1,是
i631621239034605568,肛门瘙痒症,,,,1,否
i631621240330645504,"外伤,麻痹",,,,1,否
i631621243249881088,"疾病,疼痛",,,,1,否
i631620530901872640,产后腰痛,,,,1,否
i631620532546039808,"原发性痛经,气滞血瘀",GA34.10,17,Primary dysmenorrhoea,1,是
i631620535091982336,面部色斑,,,,1,否
i631620535272337408,"湿热,膝骨关节炎",FA00.0,15,Knee osteoarthritis,1,是
i631620537033945088,"痉挛,构音障碍,脑梗死",,,,1,否
i631620767972323328,非结核分枝杆菌感染,,,,1,否
i631620769138339840,脑出血急性期,,,,1,否
i631620771814305792,妊娠合并腕管综合征,FB53.1,15,Carpal tunnel syndrome,1,是
i631620773370392576,缺血性脑中风,,,,1,否
i631620774918090752,产后大便难,,,,1,否
i631620995412652032,胃肠道肿瘤术后,,,,1,否
i631621000416456704,肛肠术后排尿困难,,,,1,否
i631621000743612416,婴幼儿脑损伤,,,,1,否
i631621000861052928,糖尿病胃转流术后并发胃轻瘫,,,,1,否
i631621002203230208,颞下颌关节紊乱综合征,,,,1,否
i631621006317842432,"中风,肩手综合征",8B20,08,Stroke,1,是
i631621248010416128,骨折术后便秘,,,,1,否
i631621248413069312,脾肾两亏型脑瘫双下肢无力,,,,1,否
i631621259070795776,肩关节半脱位脱位,,,,1,否
i631620539605053440,"肝硬化,细胞",DB93,13,Hepatic cirrhosis,1,是
i631620541756731392,顽固性周围性面瘫,8B83.0,08,Peripheral facial palsy,1,是
i631620547704254464,不定陈述综合征,,,,1,否
i631620547926552576,"风热,感冒",,,,1,否
i631620551722397696,超早期脑梗死,,,,1,否
i631620553249124352,慢性便秘,,,,1,否
i631620555476299776,血液透析患者恶心、呕吐,,,,1,否
i631620555656654848,消化道肿瘤术后胃瘫综合征,,,,1,否
i631620779426967552,"恢复期,贝尔面瘫",,,,1,否
i631620786947354624,"脑出血,便秘",8B00,08,Intracerebral haemorrhage,1,是
i631620789073866752,卒中后痉挛性偏瘫,,,,1,否
i631620790529290240,卒中后认知障碍,8A20,08,Cognitive disorder,1,是
i631620793024901120,气滞血瘀型漏肩风,TM09,26,Qi stagnation blood stasis,1,是
i631621014312185856,急性眩晕,,,,1,否
i631621018066087936,持续性植物状态,,,,1,否
i631621020209377280,"阳虚,虚寒,膝骨关节炎",FA00.0,15,Knee osteoarthritis,1,是
i631621023967473664,"恢复期,贝尔麻痹",8B83.0,08,Bell palsy,1,是
i631621269913071616,下肢动脉斑块,,,,1,否
i631621270391222272,复发性三叉神经痛,8B82.0,08,Trigeminal neuralgia,1,是
i631621270877761536,"脑卒中后吞咽障碍,感染",MB23.3,21,Post-stroke dysphagia,1,是
i631620556281606144,肩峰下撞击综合征,FB20.2,15,Subacromial impingement syndrome,1,是
i631620560140365824,"围绝经期,失眠",,,,1,否
i631620560635293696,腹股沟疝,,,,1,否
i631620563609055232,剖宫产术后肠麻痹,,,,1,否
i631620798905315328,血栓闭塞性脉管炎,,,,1,否
i631620799819673600,体重,,,,1,否
i631620801681944576,神经根型颈椎,,,,1,否
i631620804018171904,儿童注意缺陷多动障碍,6A05,06,ADHD,1,是
i631620804869615616,"风寒,面瘫",,,,1,否
i631621024495955968,颈面部带状疱疹后遗神经痛,1E91,01,Herpes zoster,1,是
i631621035493421056,对甲基苯丙胺依赖者戒断症状,,,,1,否
i631621036277755904,妇科腹腔镜手术患者功能恢复,,,,1,否
i631621037032730624,膝关节急性损伤,,,,1,否
i631621039779999744,骶髂关节致密性骨炎,,,,1,否
i631621272425459712,"寒湿,膝关节骨性关节炎",FA00.0,15,Knee osteoarthritis,1,是
i631621272559677440,带状疱疹遗留神经痛,1E91,01,Herpes zoster,1,是
i631621275126591488,下肢静脉曲张,,,,1,否
i631621279585136640,小儿癫痫,,,,1,否
i631621280503689216,非酒精性脂肪性肝纤维化,,,,1,否
i631621283204820992,抑郁失眠,,,,1,否
i631621285733986304,"缺血性脑卒中,脑卒中后手功能障碍",8B11,08,Ischaemic stroke,1,是
i631620571792142336,类风湿,,,,1,否
i631620573109153792,寒湿腰痛,,,,1,否
i631620574019317760,动脉粥样硬化,,,,1,否
i631620575164362752,外伤性瞳孔散大,,,,1,否
i631620580767952896,角膜炎,,,,1,否
i631620808283779072,术后腹胀,,,,1,否
i631620808464134144,"癃闭,前列腺增生",MG54,16,Urinary retention (TCM),1,是
i631620809353326592,高催乳素血症,,,,1,否
i631620810930384896,良性阵发性位置性眩晕,,,,1,否
i631620815636393984,变应性结膜炎,,,,1,否
i631621043772977152,婴儿听力障碍,,,,1,否
i631621048286048256,多囊卵巢 (PCOS),,,,1,否
i631621048776781824,妇女更年期失眠,,,,1,否
i631621049078771712,癔球症,,,,1,否
i631621052169973760,化疗所致恶心呕吐,,,,1,否
i631621053726060544,高龄女性骨质疏松性腰背痛,,,,1,否
i631621054254542848,"中风后顽固性呃逆,顽固性呃逆疗",DD93,13,Intractable hiccup,1,是
i631621290079285248,老年腰椎间盘突出,FA84.2,15,Lumbar disc herniation,1,是
i631621291924779008,"周围性面瘫周围性面神经麻痹,面瘫周围性面神经麻痹",8B83,08,Facial nerve palsy,1,是
i631621295015981056,运动员崩漏,,,,1,否
i631621301261299712,膝关节增生性骨关节病,,,,1,否
i631621301458432000,"水肿,疼痛",,,,1,否
i631621303853379584,缺血缺氧性脑病,,,,1,否
i631620587961184256,"复发慢性盆腔炎慢性盆腔炎,复发",GA21,17,Chronic pelvic inflammatory disease,1,是
i631620589496299520,足下垂型腰椎间盘突出症,FA84.2,15,Lumbar disc herniation,1,是
i631620594638516224,"早孕,流产",,,,1,否
i631620596202991616,"痰湿,咳嗽",,,,1,否
i631620596391735296,"胆总管结石,高淀粉酶血症,胰腺炎",,,,1,否
i631620597754884096,化疗引起的上腹部胀,,,,1,否
i631620824616398848,结石,,,,1,否
i631620827757932544,中心性肥胖,,,,1,否
i631620831566360576,幻听,,,,1,否
i631620833575432192,"骨结合,神经根型颈椎病",FA84.1,15,Cervical radiculopathy,1,是
i631620835894882304,"痰湿,顽固性高血压",,,,1,否
i631621059061215232,脑梗塞运动性失语,,,,1,否
i631621063406514176,颈胃综合征,,,,1,否
i631621064425730048,"脊髓损伤,疼痛",NA50,22,Spinal cord injury,1,是
i631621067659538432,周围性面瘫恢复期,8B83.0,08,Peripheral facial palsy,1,是
i631621068192215040,颈源性枕大神经痛,,,,1,否
i631621069928656896,脑卒中软瘫期手指屈伸功能障碍,,,,1,否
i631621070742351872,症状性脑血管痉挛,,,,1,否
i631621072462016512,颈源性高血压,,,,1,否
i631621304344113152,"中风后偏瘫,痉挛",,,,1,否
i631621305367523328,痛觉过敏,,,,1,否
i631621306059583488,膝关节扭伤,,,,1,否
i631621307854745600,急性脑梗死后吞咽困难,8B11,08,Acute cerebral infarction,1,是
i631621308156735488,"围绝经期,抑郁障碍的",6A70,06,Depressive disorder,1,是
i631621309473746944,血瘀,TM08,26,Blood stasis (TCM),1,是
i631621315459018752,肿瘤术后胃轻瘫,,,,1,否
i631621318114013184,膀胱痉挛,,,,1,否
i631621318344699904,小儿脑性瘫痪流涎症,8D20,08,Cerebral palsy in children,1,是
i631621318780907520,多发性硬化神经源性尿便功能障碍,8A40,08,Multiple sclerosis,1,是
i631621319191949312,肿瘤疼痛,,,,1,否
i631620603475914752,脑中风后抑郁症,6E20.0,06,Post-stroke depression,1,是
i631620611042439168,动眼神经麻痹,,,,1,否
i631620611482841088,慢性脑供血不 足,,,,1,否
i631620615219965952,直肠癌,,,,1,否
i631620839443263488,"气滞血瘀,突发性耳聋",TM09,26,Qi stagnation blood stasis,1,是
i631620851019542528,急性枕神经痛,,,,1,否
i631621074454310912,"关节骨折,关节功能障碍",,,,1,否
i631621075565801472,脑梗死后肩手综合症,,,,1,否
i631621079969820672,脑卒中尿潴留,,,,1,否
i631621084675829760,"椎动脉型颈椎病,眩晕",FA84.2,15,Vertebral artery cervical spondylosis,1,是
i631621086231916544,四肢骨筋膜间室综合征,,,,1,否
i631621087146274816,"脾虚,溃疡性结肠炎",DD71,13,Ulcerative colitis,1,是
i631621087590871040,少弱精子症,,,,1,否
i631621323935707136,"胃癌,白细胞减少",,,,1,否
i631621325869281280,旋前圆肌综合征,,,,1,否
i631621327517642752,"疱疹性咽峡炎,风热",,,,1,否
i631621335520374784,"气虚血瘀,糖尿病周围神经病变",5A14,05,Diabetic peripheral neuropathy,1,是
i631620618093064192,急性脊髓炎,,,,1,否
i631620621482061824,腰三横突综合症,,,,1,否
i631620626922074112,"脑卒中,肢痉挛,瘫痪",8B20,08,Stroke,1,是
i631620631896518656,"便秘,证候",ME05,13,Constipation,1,是
i631620852500131840,"化脓,阑尾炎",,,,1,否
