URI,中文名称,WHO-RA代码,备注,引用次数,是否匹配
i631620745625071616,眉心,,,1,否
i631620745654431744,启闭,,,1,否
i631620745683791872,脐内环肝,,,1,否
i631620966060912640,囟门,,,1,否
i631621224128049152,舌咽穴,,,1,否
i631620515148066816,十七椎穴,EX-B8,,1,是
i631620516272140288,大脑点,,,1,否
i631620518486732800,颈肌起止点,,,1,否
i631620519464005632,耳尖直上寸前寸,,,1,否
i631620519493365760,耳尖直上寸后寸,,,1,否
i631620519514337280,耳尖直上寸,,,1,否
i631620761366294528,颈臂穴,,,1,否
i631620761395654656,夹脊单侧,EX-B2,jiaji,1,是
i631620978241171456,合百会,,,1,否
i631620994120806400,天主,,,1,否
i631621238631952384,下鼻甲,,,1,否
i631620768316256256,局梅,,,1,否
i631620768341422080,结顶,,,1,否
i631620773068402688,顶颖后斜线,,,1,否
i631620773093568512,顶颖前斜线,,,1,否
i631620773643022336,上中斜方肌,,,1,否
i631620773668188160,三角肌,ANAT-DELTOID,anatomical,1,是
i631620773735297024,大小菱形肌,,,1,否
i631620773756268544,肩胛提肌,,,1,否
i631620773781434368,大小圆肌,,,1,否
i631620773806600192,肱二头肌,,,1,否
i631621000580034560,运动障碍点,,,1,否
i631621000609394688,靳氏智三针,,,1,否
i631621251680432128,天柱下．寸,,,1,否
i631621259205013504,搏球,,,1,否
i631620544873099264,还巢穴,,,1,否
i631620552796139520,坐骨神经出梨状肌下孔之部位,,,1,否
i631620778751684608,额醪,,,1,否
i631620781884829696,上项线点,,,1,否
i631620781914189824,枕下凹点,,,1,否
i631620781939355648,第 2 颈椎棘突点出的压痛 点,,,1,否
i631621015339790336,智力区,,,1,否
i631621259234373632,正士,,,1,否
i631621259666386944,耳穴以肺-神门-口配伍为主,Ear-Acupoint,auricular,1,是
i631621261667069952,中髎穴,BL33,,1,是
i631620556055113728,枕大神经穿出压痛点,,,1,否
i631620556080279552,头皮阿是,Ashi,ashi,1,是
i631620561641926656,晕听区与颈夹脊,EX-B2,jiaji,1,是
i631620562174603264,谷溪,,,1,否
i631620563030241280,言语,,,1,否
i631620564439527424,肩关节外侧压痛点,,,1,否
i631620802655023104,太仓,,,1,否
i631620803670044672,不定穴,,,1,否
i631620805926580224,吞咽舌骨和喉结之间,,,1,否
i631620806006272000,脑灵穴,,,1,否
i631620806031437824,脑中,,,1,否
i631620806056603648,脑神,,,1,否
i631620806081769472,襞中,,,1,否
i631621024894414848,三间透后溪,,,1,否
i631621026182066176,球 后,,,1,否
i631621035468255232,TL夹脊,EX-B2,jiaji,1,是
i631621035560529920,膝（耳穴）,Ear-Acupoint,auricular,1,是
i631621041780682752,尧神庭,,,1,否
i631621272085721088,双侧耳廓背侧根部,,,1,否
i631621281296412672,即肺俞,,,1,否
i631621285931118592,列缺双,LU7,,1,是
i631620573927043072,脑空透风池,,,1,否
i631620573968986112,风池透风池,,,1,否
i631620576577843200,大肠区（眼针）,,,1,否
i631620576607203328,大肠区,,,1,否
i631620576716255232,脾胃区,,,1,否
i631620580700844032,丝状物基底部直径mm内,,,1,否
i631620810049581056,下三皇穴,,,1,否
i631620811060408320,项四穴,,,1,否
i631620814256467968,跟平,,,1,否
i631620821487448064,下眼睑,,,1,否
i631620823290998784,“提腿负”,,,1,否
i631620823500713984,“筋缩”,,,1,否
i631621289974427648,病变处的夹脊和同侧的曲池,EX-B2,jiaji,1,是
i631621290028953600,承山穴和委中,,,1,否
i631621300443410432,足厥阴经穴,,,1,否
i631621300497936384,任督经穴,,,1,否
i631621300674097152,足少阴经穴,,,1,否
i631621301189996544,气外穴,,,1,否
i631621303719161856,臂膀,,,1,否
i631620591647977472,足三里 双侧,,,1,否
i631620592881102848,手三阳经穴,,,1,否
i631620594839842816,气街,,,1,否
i631620823714623488,对侧“中平负”,,,1,否
i631620828861034496,神经孔,,,1,否
i631620828886200320,神经节,,,1,否
i631620833697067008,利咽穴,,,1,否
i631621062664122368,风池透风府,,,1,否
i631621304163758080,C～华佗夹脊,EX-B2,jiaji,1,是
i631621304197312512,T～华佗夹脊,EX-B2,jiaji,1,是
i631621304226672640,L～华佗夹脊,EX-B2,jiaji,1,是
i631621305304608768,曲泽穴,PC3,,1,是
i631621305333968896,郄门穴,PC4,,1,是
i631621305644347392,肩髎透肩髃,,,1,否
i631621305963114496,梁丘透血海,,,1,否
i631620599373885440,合谷透后溪,,,1,否
i631620837136396288,经外奇穴腰痛点,,,1,否
i631620843453018112,臂髎,,,1,否
i631620851145371648,下背部原始点,,,1,否
i631621074051657728,病变颈椎节段及其上下椎节两侧的夹脊,EX-B2,jiaji,1,是
i631621074076823552,病侧三经奇穴,,,1,否
i631621086122864640,压力增高的组织间室体表区,,,1,否
i631620857382301696,腰~腰华佗夹脊,EX-B2,jiaji,1,是
i631621089130180608,项上线和枕后线,,,1,否
i631621094272397312,腰三横突尖部压痛最明显处,,,1,否
i631621098286346240,三焦俞穴,BL22,,1,是
i631621098315706368,劳宫穴,PC8,,1,是
i631621098340872192,厥阴穴,,,1,否
i631621099175538688,双侧髂嵴边缘,,,1,否
i631621099200704512,臀中肌,,,1,否
i631621099234258944,臀大肌筋膜附着点,,,1,否
i631621099267813376,阔筋膜张肌,,,1,否
i631621101583069184,患肢肿胀皮肤局部范围,,,1,否
i631621337294565376,肩手三里,,,1,否
i631621352494723072,言语区,,,1,否
i631621354369576960,腹围穴,,,1,否
i631620637579800576,气关,,,1,否
i631620643166613504,通白,,,1,否
i631620866802708480,天皇,,,1,否
i631620866827874304,人皇,,,1,否
i631620867385716736,木炎,,,1,否
i631620868832751616,正会,,,1,否
i631621118641303552,十五椎下,,,1,否
i631621118670663680,十七椎下,,,1,否
i631621119283032064,承以,,,1,否
i631621359583096832,内观,,,1,否
i631621360501649408,顶颞前斜线从头部经外奇穴前神聪至颞部胆经悬厘穴引一斜线中/,,,1,否
i631621360820416512,结节点,,,1,否
i631621364020670464,擅中,,,1,否
i631621364213608448,疱疹方向,,,1,否
i631621368403718144,安神点,,,1,否
i631621368554713088,对侧运动区上方/位置,,,1,否
i631621368579878912,对侧感觉区下/,,,1,否
i631621370018525184,心区,,,1,否
i631620233475387392,颈穴段,,,1,否
i631620233605410816,眉中穴,,,1,否
i631620233626382336,眶下穴,,,1,否
i631620233651548160,歪嘴穴,,,1,否
i631620233672519680,纠正穴,,,1,否
i631620233697685504,耳前穴,,,1,否
i631620233806737408,后陵,,,1,否
i631620435032666112,夹阴穴,,,1,否
i631620435057831936,重阴穴,,,1,否
i631620438115479552,上风湿外点,,,1,否
i631620440187465728,降压点,,,1,否
i631620441147961344,头针语言区,,,1,否
i631619861436428288,白环,,,1,否
i631619864817037312,颈夹脊,EX-B2,jiaji,1,是
i631620041443373056,在腰至腰棘突下旁开～cm,,,1,否
i631620041464344576,找阿是,Ashi,ashi,1,是
i631620041489510400,或反阿是,Ashi,ashi,1,是
i631620043372752896,头针胃区,,,1,否
i631620043947372544,第二掌骨全息穴,,,1,否
i631620243688517632,颈夹脊双侧,EX-B2,jiaji,1,是
i631620243730460672,肩井双侧,,,1,否
i631620243751432192,肩髃双侧,,,1,否
i631620247354339328,膝海,,,1,否
i631620444633427968,运动区下/健侧,,,1,否
i631620450413178880,颈-棘突,,,1,否
i631620450442539008,颈椎-横突,,,1,否
i631620452061540352,"降压
沟",,,1,否
i631620454599094272,夹颈脊穴,,,1,否
i631619871787970560,酸痛点,,,1,否
i631619872660385792,足太阴脾经穴,,,1,否
i631620052705079296,中魁穴,EX-UE4,,1,是
i631620056274432000,上肢阴经,,,1,否
i631620056299597824,上肢阳经,,,1,否
i631620056320569344,下肢阴经,,,1,否
i631620056354123776,下肢阳经,,,1,否
i631620056773554176,络,,,1,否
i631620252878237696,L/L,,,1,否
i631620252899209216,L/S夹脊,EX-B2,jiaji,1,是
i631620253217976320,中诸,,,1,否
i631620257756213248,毫针,,,1,否
i631620258855120896,顶叶,,,1,否
i631620258876092416,顶前叶,,,1,否
i631620455584755712,光阴,,,1,否
i631620457111482368,顶颞后斜线感觉区,,,1,否
i631620457136648192,对侧顶颞前斜线运动区,,,1,否
i631619879316746240,踝三针,,,1,否
i631619883544604672,双侧第掌骨全息下腹穴,,,1,否
i631619883565576192,双胫骨侧全息下腹穴,,,1,否
i631619885369126912,百会及其左右mm穴位,,,1,否
i631620063115341824,压痛明显的棘突,,,1,否
i631620064096808960,耳尖直上入发际寸处,,,1,否
i631620064117780480,以耳尖直上入发际寸处为中点向其同一水平线左右各旁开寸处,,,1,否
i631620064533016576,廉三针,,,1,否
i631620269105999872,局部经穴,,,1,否
i631620274189496320,肘部内侧,,,1,否
i631620274214662144,肘尖与腋窝连线的中点,,,1,否
i631620274239827968,肱骨内上髁与尺骨腕部连线之间的中点和尺侧缘交界点,,,1,否
i631620274269188096,臂内前缘三角肌与肱二头肌交界点,,,1,否
i631620274319519744,与胫骨外侧缘交界处,,,1,否
i631620480318566400,上下风湿点,,,1,否
i631620480998043648,百会风穴,,,1,否
i631620481039986688,加调心穴位,,,1,否
i631620481551691776,肝阳,,,1,否
i631620484206686208,云门穴,LU2,,1,是
i631620484236046336,肩贞穴等,,,1,否
i631620484470927360,侧肩,,,1,否
i631620072221175808,取T-L夹脊及相邻两夹脊之间定点,EX-B2,jiaji,1,是
i631620072242147328,在夹脊旁cm处,EX-B2,jiaji,1,是
i631620072766435328,丝竹空透耳和髎,,,1,否
i631620073202642944,地仓透巨髎,,,1,否
i631620081230540800,侧廉泉,,,1,否
i631620280497729536,排气穴,,,1,否
i631620280686473216,相关夹脊,EX-B2,jiaji,1,是
i631620281328201728,颈三线,,,1,否
i631620492121337856,明陵泉,,,1,否
i631620493715173376,太翳风穴,,,1,否
i631620493736144896,冲穴,,,1,否
i631620495392894976,鱼肩,,,1,否
i631620497427132416,下肢,,,1,否
i631620497993363456,董氏奇穴,,,1,否
i631619899659120640,四间,,,1,否
i631619902767099904,三叉神经总行,,,1,否
i631619908618153984,四神针,,,1,否
i631620291079958528,皮损区中心皮下,,,1,否
i631619742930563072,殷门陵后,,,1,否
i631619749112967168,丝竹空透鱼腰,,,1,否
i631619749154910208,攒竹透鱼腰,,,1,否
i631619751184953344,关六俞,,,1,否
i631619909691895808,跷脉的起始穴,,,1,否
i631619910203600896,额旁－线,,,1,否
i631619917514272768,运动区的中下/,,,1,否
i631619918558654464,第腰椎棘突下个穴位,,,1,否
i631620104156606464,底仓,,,1,否
i631620304182964224,在C～T椎体横突的后结节附近,,,1,否
i631620304208130048,胸椎棘突旁,,,1,否
i631620304229101568,肩胛骨脊柱缘附着处,,,1,否
i631620304250073088,胸锁乳突肌起点处,,,1,否
i631620308339519488,骶神经孔,,,1,否
i631620314354151424,眉中,,,1,否
i631619756448804864,五虎一,,,1,否
i631619756469776384,五虎二,,,1,否
i631619756662714368,五虎三,,,1,否
i631619756679491584,五虎四,,,1,否
i631619925592502272,阳陵透阴陵,,,1,否
i631619929463844864,曲恒,,,1,否
i631619929690337280,臂詾,,,1,否
i631619931242229760,L～S棘突连线旁开～cm处即阳性点,,,1,否
i631620116852764672,静区在内的耳周穴,,,1,否
i631620318049333248,疼痛部位夹脊,EX-B2,jiaji,1,是
i631620320586887168,阿是上,Ashi,ashi,1,是
i631620320612052992,下沿着经络走向约cm处各选个穴位,,,1,否
i631620322616930304,足底运感区,,,1,否
i631620325368393728,少海 透曲池、三阴交绝骨；十二井；哑门、 通里、照海；金津、玉液；天突、内关；肩髃透臂臑; 合谷透劳 宫；支沟；关元、气海；,,,1,否
i631619761159008256,廉泉三针,,,1,否
i631619766519328768,下,,,1,否
i631619769199489024,外观,,,1,否
i631619941254033408,鼻渊,,,1,否
i631620126092816384,颈一夹脊,EX-B2,jiaji,1,是
i631620126818430976,在大拇指掌背侧根部靠后,,,1,否
i631620126860374016,掌指关节背侧后寸,,,1,否
i631620126881345536,稍偏向第二掌骨缘处,,,1,否
i631620329956962304,内地仓,,,1,否
i631620335468277760,纠内旋,,,1,否
i631619772387160064,耳穴目,Ear-Acupoint,auricular,1,是
i631619775587414016,颈C-夹脊,EX-B2,jiaji,1,是
i631619776375943168,迎经,,,1,否
i631619949302902784,腘点 委中穴上 1 寸处,,,1,否
i631619949504229376,腓点 腓骨头外面最凸出点其下 0. 5 寸处,,,1,否
i631619949999157248,嗓音穴,,,1,否
i631620136620519424,膈神经点,,,1,否
i631620340283338752,桂枝,,,1,否
i631620340425945088,千年健,,,1,否
i631620342783143936,耳穴臀,Ear-Acupoint,auricular,1,是
i631620342846058496,耳穴腰骶椎,Ear-Acupoint,auricular,1,是
i631620342867030016,耳穴坐骨神经,Ear-Acupoint,auricular,1,是
i631620345094205440,放血,,,1,否
i631620348353179648,新膀胱俞穴,,,1,否
i631620349686968320,通里为主穴,,,1,否
i631619784278011904,上肢 - 外侧肌群,,,1,否
i631619784823271424,下肢 -膝以上后侧肌,,,1,否
i631619955355283456,示功,,,1,否
i631619959906103296,囊壁边缘,,,1,否
i631620146229669888,锥体交叉区,,,1,否
i631620148444262400,阳池次,,,1,否
i631620148490399744,阳陵次,,,1,否
i631620148532342784,风市次,,,1,否
i631620148557508608,解溪次,,,1,否
i631620148578480128,华陀夹脊所分布的竖脊肌分布区,EX-B2,jiaji,1,是
i631620355949064192,新心俞穴,,,1,否
i631620358390149120,咧穴,,,1,否
i631620358411120640,旁承浆,,,1,否
i631620358432092160,笑穴,,,1,否
i631620358947991552,痛经穴,,,1,否
i631619965434195968,相应两侧夹脊,EX-B2,jiaji,1,是
i631619971088117760,中/段,,,1,否
i631620158300876800,次器,,,1,否
i631620168102965248,悬钟双侧,,,1,否
i631620367869276160,臑上,,,1,否
i631620371686092800,率谷透天冲,,,1,否
i631619801327857664,合脊,,,1,否
i631619805803180032,跳跃,,,1,否
i631619806193250304,利尿穴,,,1,否
i631619806579126272,受伤部位肢体相对应的位置,,,1,否
i631619983889133568,L2～L5 的夹脊穴,EX-B2,jiaji,1,是
i631620168799219712,北辰穴,,,1,否
i631620171617792000,肾脊,,,1,否
i631620171701678080,损害疼痛区域的压痛点群,,,1,否
i631620173291319296,李氏八荒穴,,,1,否
i631620179427586048,竖脊肌外缘,,,1,否
i631620379894345728,下巨虚穴,ST39,,1,是
i631620381056167936,腰部膀胱经第一侧线穴透刺同水平线腰夹脊,EX-B2,jiaji,1,是
i631620382876495872,孺俞,,,1,否
i631619992533594112,下肢肌肉运动点,,,1,否
i631620187937828864,膀胱经第一,,,1,否
i631620187962994688,二侧线腧穴,,,1,否
i631620399536271360,箕 门次,,,1,否
i631620399557242880,五枢次,,,1,否
i631620399607574528,府舍次,,,1,否
i631620400295440384,腰宜次,,,1,否
i631620400316411904,健跨次,,,1,否
i631620400920391680,承山外,,,1,否
i631620400945557504,承山内,,,1,否
i631620400966529024,合阳内,,,1,否
i631620400991694848,承扶次,,,1,否
i631620401012666368,直立次,,,1,否
i631620401033637888,殷上次,,,1,否
i631620401683755008,维道次,,,1,否
i631620401700532224,气冲次,,,1,否
i631620401742475264,髀关次,,,1,否
i631619823960322048,上肢取肩贞,,,1,否
i631619823985487872,下肢取环跳,,,1,否
i631619828884434944,前臂后旋结点,,,1,否
i631619998229458944,维胞,,,1,否
i631619999345143808,下大迎,,,1,否
i631619999777157120,阳池透阳谷,,,1,否
i631619999798128640,阳池透阳溪,,,1,否
i631620411775250432,胰点,,,1,否
i631620418024763392,凤池,,,1,否
i631619836123803648,止呃穴,,,1,否
i631619842562060288,大骨空,EX-UE5,,1,是
i631619842587226112,小骨空,EX-UE6,,1,是
i631620013056323584,阳 陵泉,,,1,否
i631620014356557824,眼外肌穴,,,1,否
i631620018911571968,四会,,,1,否
i631620020065005568,顶后穴,,,1,否
i631620020106948608,顶右穴,,,1,否
i631620207634280448,大椎项根穴,,,1,否
i631620210004062208,皮损区,,,1,否
i631620422965653504,腰突该穴下方旁开mm内处,,,1,否
i631620425729699840,Ｃ～夹脊,EX-B2,jiaji,1,是
i631619846357905408,言 语3区,,,1,否
i631619846651506688,言语2区,,,1,否
i631619846974468096,运动区下2/5,,,1,否
i631619855472128000,颊车透承浆,,,1,否
i631619855505682432,地仓透迎香,,,1,否
i631619855530848256,颧髎或太阳透下关,,,1,否
i631619855556014080,四白或攒竹透睛明,,,1,否
i631619855610540032,复溜透跗阳,,,1,否
i631619856399069184,“三维一体”针,,,1,否
i631620027484729344,皮损局部,,,1,否
i631620033121873920,髎膝间,,,1,否
i631620033142845440,血海次,,,1,否
i631620033230925824,膑外下,,,1,否
i631620033386115072,陵后次,,,1,否
i631620218895986688,足阳关,,,1,否
i631620223950123008,定神,,,1,否
i631620229616627712,心（耳穴）,Ear-Acupoint,auricular,1,是
i631620229658570752,肝（耳穴）,Ear-Acupoint,auricular,1,是
i631620229696319488,垂前,,,1,否
i631620229717291008,耳背心,Ear-Acupoint,auricular,1,是
i631620230694563840,骨会,,,1,否
i631620230740701184,髓会,,,1,否
i631622936553320448,廉泉旁开一寸,,,1,否
i631622940613406720,损伤侧副韧带循行方向,,,1,否
i631622942169493504,胃五针,,,1,否
i631622942203047936,腹四针,,,1,否
i631623332499812352,期：双侧三阴交,,,1,否
i631623332550144000,关元穴期：健侧足三里,,,1,否
i631623332592087040,合谷及曲池,,,1,否
i631623332638224384,取患侧太冲,,,1,否
i631623332772442112,伏兔穴,ST32,,1,是
i631623332826968064,曲池及肩髑穴,,,1,否
i631623332873105408,取头顶期：患侧腰阳关穴,,,1,否
i631623332956991488,天泉穴,PC2,,1,是
i631623333057654784,殷门穴,BL37,,1,是
i631623333225426944,"大陵穴
百会穴",,,1,否
i631623333271564288,取腰阳关穴,,,1,否
i631623338145345536,肾盂,,,1,否
i631623341572091904,"夹脊及
足太阳膀胱经",EX-B2,jiaji,1,是
i631623346689142784,肩俞,,,1,否
i631623353421000704,胰俞,,,1,否
i631623358236061696,腰椎穴,,,1,否
i631623358626131968,咳嗽穴,,,1,否
i631622943847215104,枕三针,,,1,否
i631622943910129664,耳后沟,,,1,否
i631622948821659648,神经根,,,1,否
i631622954353946624,顶颞前斜线中/,,,1,否
i631622954806931456,语泉,,,1,否
i631623361721528320,少阳经穴位,,,1,否
i631623371917881344,肩胛部刺激点,,,1,否
i631623385008304128,流涎,,,1,否
i631622975459684352,百会至前顶的顶中线,,,1,否
i631622975493238784,前神聪至悬厘的顶颞前斜线,,,1,否
i631623194645622784,大肠募穴,,,1,否
i631623226643968000,调运三针,,,1,否
i631623226706882560,调颤三针,,,1,否
i631623257019117568,脾经穴位,,,1,否
i631623257082032128,胃经穴位,,,1,否
i631623257132363776,肾经穴位,,,1,否
i631623257182695424,三焦经穴位,,,1,否
i631623257233027072,眼周穴位,,,1,否
i631622983948955648,情感区,,,1,否
i631622989581905920,喙突处,,,1,否
i631622993390333952,四肢经穴,,,1,否
i631622995655258112,脑穴,,,1,否
i631623001053327360,挛三针,,,1,否
i631623258055110656,前额穴,,,1,否
i631623258189328384,命脉心穴,,,1,否
i631623263990050816,颊,,,1,否
i631623283187380224,双侧上风湿点,,,1,否
i631623283271266304,双侧下风湿点,,,1,否
i631623283350958080,双侧上风湿外点,,,1,否
i631623004559765504,手足十二针,,,1,否
i631623006443008000,赤医穴,,,1,否
i631623009395798016,陵泉,,,1,否
i631623012818350080,内,,,1,否
i631623289860517888,胸,,,1,否
i631623060373368832,血压点,,,1,否
i631623062726373376,乳根穴,ST18,,1,是
i631623082963890176,其深处为侧隐窝,,,1,否
i631623108834357248,病变经筋处有明显压痛的～处穴位,,,1,否
i631623119685021696,C颈夹脊,EX-B2,jiaji,1,是
i631623121744424960,督脉旁开．寸,,,1,否
i631623121878642688,左侧大脑半球顶颞前斜线下/及颞前线,,,1,否
i631623128237207552,顶颞叶,,,1,否
i631623128300122112,顶旁线及顶旁线选取左右各个穴位,,,1,否
i631623173946732544,耳针食道,,,1,否
i631623173997064192,耳穴贲门,Ear-Acupoint,auricular,1,是
i631623290032484352,骶两侧的夹脊,EX-B2,jiaji,1,是
i631623293522145280,膝内侧压痛点,,,1,否
i631623313508003840,扁桃体,,,1,否
i631623319182897152,肩中俞穴,SI15,,1,是
i631623319233228800,肩外俞穴,SI14,,1,是
i631623319380029440,秉风穴,SI12,,1,是
i631623319891734528,下风湿内点,,,1,否
i631622512601460736,太冲学,,,1,否
i631621845593878528,足三凰,,,1,否
i631622216210968576,中白,,,1,否
i631622216324214784,水曲,,,1,否
i631622550304059392,颧锯,,,1,否
i631622552866779136,命门、肾俞,,,1,否
i631622845159436288,在棘突线上定棘突间隙为治疗点,,,1,否
i631622845197185024,重点在L-L,,,1,否
i631622845239128064,L-L,,,1,否
i631622845276876800,L-S间隙,,,1,否
i631622845314625536,关节突线上定治疗点,,,1,否
i631622845352374272,横突线上定治疗点,,,1,否
i631622845394317312,重点在L,,,1,否
i631622845432066048,L横突尖部,,,1,否
i631622845469814784,在臀部触诊,,,1,否
i631622845503369216,有结节,,,1,否
i631622845541117952,条索,,,1,否
i631622845574672384,敏感痛点作为治疗点,,,1,否
i631622849232105472,悬中,,,1,否
i631622851035656192,脑红经,,,1,否
i631622851069210624,脑黑经,,,1,否
i631621866364071936,脊椎九宫穴,,,1,否
i631621866909331456,视区,,,1,否
i631621868276674560,足五金,,,1,否
i631621868314423296,足千金,,,1,否
i631622234166784000,腕痛穴,,,1,否
i631622234221309952,臂痛穴,,,1,否
i631622562069082112,患侧足运感区,GS-LF1,,1,是
i631622562228465664,病变相应神经节段夹脊,EX-B2,jiaji,1,是
i631622562262020096,以PHN患者描述部位为中心,,,1,否
i631622562299768832,标记最小治疗区线,,,1,否
i631622567546843136,耳针脑干,,,1,否
i631622862825844736,大椎穴局部压痛点,,,1,否
i631622865254346752,痉挛位置拮抗肌侧经穴,,,1,否
i631622868735619072,以腰椎间盘突出节段及上,,,1,否
i631622868777562112,下一节段两侧华佗夹脊为主,EX-B2,jiaji,1,是
i631622868815310848,太阳经加委中,,,1,否
i631622868853059584,少阳经加阳陵泉,,,1,否
i631622868886614016,太阳和少阳合病加环跳,,,1,否
i631622868924362752,血癖配血海,,,1,否
i631622868962111488,寒湿配足三里,,,1,否
i631622868999860224,湿热配丰隆,,,1,否
i631622869037608960,肾虚配太溪,,,1,否
i631622870044241920,L～L的夹脊,EX-B2,jiaji,1,是
i631622876448944128,右侧运动区下/处,,,1,否
i631621894503657472,三阳交穴,,,1,否
i631621918113394688,肠穴,,,1,否
i631621918163726336,结肠穴,,,1,否
i631621918222446592,下顺赫依穴,,,1,否
i631621922634854400,肩内陵透天府,,,1,否
i631621922731323392,肩外陵透肩贞,,,1,否
i631621922773266432,肩七针,,,1,否
i631622256178491392,牵地,,,1,否
i631622256367235072,新扶突,,,1,否
i631622582591811584,L-L腰部夹脊,EX-B2,jiaji,1,是
i631622886540439552,颤中穴,,,1,否
i631622890374033408,安眠一穴,,,1,否
i631622890415976448,安眠二穴,,,1,否
i631621935519756288,扶兔,,,1,否
i631621945611251712,腓间,,,1,否
i631621946068430848,髌内上,,,1,否
i631621949356765184,肩中前,,,1,否
i631622268006428672,曲陵,,,1,否
i631622594725933056,上泉,,,1,否
i631622594759487488,中泉,EX-UE3,,1,是
i631622594793041920,下泉,,,1,否
i631622594830790656,足一重,,,1,否
i631622594860150784,足二重,,,1,否
i631622595275386880,新明穴,,,1,否
i631622598874099712,悬颅透率谷,,,1,否
i631622600488906752,丘墟透申脉,,,1,否
i631622901048537088,肾俞风市,,,1,否
i631622906417246208,肩康,,,1,否
i631621972819701760,肩骸,,,1,否
i631621972949725184,环跳丫委中,,,1,否
i631621986497327104,肾前位,,,1,否
i631621986539270144,大肠前位,,,1,否
i631621996135837696,舌头,,,1,否
i631621996177780736,鼻子,,,1,否
i631622000883789824,列缺穴,LU7,,1,是
i631622291188346880,痣俞,,,1,否
i631622291641331712,降压沟,,,1,否
i631622617375174656,肺病穴,,,1,否
i631622008102187008,阳池穴,TE4,,1,是
i631622298901671936,大陵次,,,1,否
i631622298931032064,鱼际次,,,1,否
i631622298968780800,肩痛点次,,,1,否
i631622299031695360,肩髃次,,,1,否
i631622299061055488,肩髎次,,,1,否
i631622299174301696,肩内陵次,,,1,否
i631622306451419136,屈肌侧掌长肌运动点,,,1,否
i631622306484973568,拇内收肌肌肉运动点,,,1,否
i631622310154989568,骨折中心,,,1,否
i631622633665851392,中渚穴,TE3,,1,是
i631622633703600128,瘛脉,,,1,否
i631622641257541632,四门,,,1,否
i631622642239008768,甲状腺局部针刺点,,,1,否
i631621568425881600,从鼻根点至枕外隆凸连线后／点,,,1,否
i631621575841411072,新环跳,,,1,否
i631621576931930112,运动区上/或/,,,1,否
i631621576973873152,大脑感觉区上/或/,,,1,否
i631621589686808576,王氏夹脊,EX-B2,jiaji,1,是
i631621590194319360,脐针,,,1,否
i631621594682224640,肩锅,,,1,否
i631622032265572352,肩髃与臂臑穴连线上,,,1,否
i631622032294932480,臑会穴与天井穴连线上,,,1,否
i631622032324292608,曲池与手三里穴连线上,,,1,否
i631622032357847040,四渎穴与外关穴连线上,,,1,否
i631622032387207168,承扶穴与殷门穴连线上,,,1,否
i631622032420761600,合阳穴与承山穴连线上,,,1,否
i631622034622771200,中竹,,,1,否
i631622321601245184,承浆以及健侧合谷,,,1,否
i631622329318764544,内八邪,,,1,否
i631622329847246848,纠内翻昆仑上 2 寸,,,1,否
i631622647695798272,咽穴,,,1,否
i631622649339965440,耳穴对应区域,Ear-Acupoint,auricular,1,是
i631622649524514816,病变关节局部穴位,,,1,否
i631622659024613376,髋穴,,,1,否
i631622659058167808,压痛最明显的疼痛点,,,1,否
i631622661780271104,踝点,,,1,否
i631621606661156864,灶侧的运动区,,,1,否
i631621613749530624,头临泣透正营,,,1,否
i631621618736558080,腰部和肩部压痛点,,,1,否
i631622045381160960,屈踝结点,,,1,否
i631622338206494720,患处,,,1,否
i631622346012094464,舌面散在点刺,,,1,否
i631622349833105408,方氏经验穴,,,1,否
i631622349866659840,电针,,,1,否
i631622664644980736,玄膺,,,1,否
i631622668344356864,五脏背命穴,,,1,否
i631622070723145728,龟尾,,,1,否
i631622369311453184,颧骨,,,1,否
i631622369940598784,四花中穴,,,1,否
i631622691341725696,气瘘,,,1,否
i631622696626548736,患侧L/及L/S椎间隙旁开寸及寸,,,1,否
i631622696655908864,陵下穴,,,1,否
i631621657449984000,腔镜所见骨折明显部位,,,1,否
i631622078956564480,以头穴顶颞前斜线前神聪穴至悬厘穴连线为主穴,,,1,否
i631622081259237376,对侧运动区下点,,,1,否
i631622091283623936,辨证取穴,,,1,否
i631622380459913216,第五掌骨尺侧从掌骨体向掌骨头推移至膨大处,,,1,否
i631622380497661952,即掌骨头与掌骨体交汇凹陷处定点,,,1,否
i631622380531216384,第五与第四掌骨之间,,,1,否
i631622380564770816,第五掌骨远端头体交汇凹陷处定点,,,1,否
i631622380598325248,肘关节屈曲°旋前至最大限度,,,1,否
i631622380631879680,桡骨头与尺骨头连线近三分之一与远端三分之二交汇处定点,,,1,否
i631622380665434112,待肘关节伸直后在定为治疗点,,,1,否
i631622383811162112,远道,,,1,否
i631622390635294720,顶旁一线,,,1,否
i631622390668849152,顶上正中线,,,1,否
i631622703895277568,胃穴,,,1,否
i631622709289152512,其门,,,1,否
i631622709318512640,其角,,,1,否
i631622709356261376,其正,,,1,否
i631622710660689920,通乳,,,1,否
i631622714594947072,旋中,,,1,否
i631622714804662272,火腑海穴,,,1,否
i631621679633657856,二腹肌前腹运动点,,,1,否
i631621683047821312,阿拉坦巴根,,,1,否
i631621691079913472,十宣穴,EX-UE11,,1,是
i631621698935844864,语门,,,1,否
i631621699380441088,膑尖,,,1,否
i631621701666336768,命门及太溪  双 侧,,,1,否
i631622098539769856,网球肘穴,,,1,否
i631622406284242944,血汗,,,1,否
i631622730877235200,运动前区,,,1,否
